Subject,Text
List - The search box loses focus when the elementAttr option is specified,"I found bug in search editor connected to DxList.<br>When you use DxList normally with search box it works fine, until you want to add class to style this search box.&nbsp;<br>Adding&nbsp;<code lang=""html"">&lt;dxo-search-editor-options [elementAttr]=""{ class: 'someclazz' }""&gt;&lt;/dxo-search-editor-options&gt;</code>to &lt;dx-list&gt;&lt;/dx-list&gt; tag totally breaks search box - after entering character, list is refreshed and with it, searchbox is removed from DOM and recreated from scratch resulting in losing focus from input element.<br><br>When you remove [elementAttr] part everything gets back to normal.<br><br>To reproduce you can go to:&nbsp;<a href=""https://js.devexpress.com/Demos/WidgetsGallery/Demo/List/ListWithSearchBar/Angular/Light/"">https://js.devexpress.com/Demos/WidgetsGallery/Demo/List/ListWithSearchBar/Angular/Light/</a><br>and paste given code above <code lang=""html"">&lt;div *dxTemplate=""let data of 'item'""&gt;</code><br>in app.component.html<br><br>and try to filter items on list.<br><br>Is there any, working way to add class to the search editor? "
List of critical vulnerabilities found and solved in DevExpress ASP.NET products,For several last years we discovered several vulnerabilities in our ASP.NET WebForms controls. Some of them affects MVC Extensions too. This article lists the vulnerabilities with some additional details.
ListViewProcessCurrentObjectController - Throw a more descriptive exception when an object to be shown in a DetailView cannot be found in the target ObjectSpace,"<p>ListViewProcessCurrentObjectController.ShowObject may call Application.CreateDetailView with an empty object, which leads to ArgumentNullException. This happens when the original object is saved within the nested object space only but the target object space is not a nested object space, and also when the object is non-persistent.</p>"
Live preview in the form drifts when hovering with the mouse over the thumbnail preview in the taskbar,"<p>I have attached a movie and the sample program.<br />
<br />
 When you hover over the image in the thumbnail preview in the taskbar, the image is also showed in the form.<br />
<br />
This image has not a good position. The best way to see it, is when you have created a vertical group in the main window.<br />
<br />
You see that the splitter is dissapeared under the image of the form.</p>"
Live Tile Manager automatically sets time zone to Pacific Time on a local machine ,"<p>Hello,</p><p>I want to use the live tile Manager in my VB-Project. Everytime i start the code, the timezone on my Computer is set from &quot;UTC +1 Berlin&quot; to &quot;Pacific Time&quot; automatically.<br />
What am I doing wrong?</p><p>thanks,<br />
Markus Thiesen</p>"
LoadIndicator - Custom loading animation,"Hello,<br><br>Is there a way to replace DevExtreme default loading animation to custom one?<br><br>Our project includes custom loading animation but it is very painful to implement loading panel everytime we want to use our custom loading animation.<br><br>Is there a convinent way of achieving this? "
Loading dashboards created on Report Server,"I'm building a MVC application with Dashboard page to preview dashboard which is already created on the report server.&nbsp;<br><br>I try to use the code below -<br>@Html.DevExpress().DashboardViewer(<br>&nbsp; &nbsp; settings =&gt;<br>&nbsp; &nbsp; {<br>&nbsp; &nbsp; &nbsp; &nbsp; settings.Name = ""DashboardViewer"";<br>&nbsp; &nbsp; &nbsp; &nbsp; //settings.SettingsRemoteSource.ReportId = Model;<br>&nbsp; &nbsp; &nbsp; &nbsp; //settings.SettingsRemoteSource.ServerUri = ReportDataProvider.ServerAddress;<br>&nbsp; &nbsp; &nbsp; &nbsp; settings.CallbackRouteValues = new { Controller = ""Dashboard"", Action = ""DashboardViewerPartialView"", ReportID = Model };<br>&nbsp; &nbsp; &nbsp; &nbsp; settings.ExportRouteValues = new { Controller = ""Dashboard"", Action = ""DashboardViewerPartialExport"", ReportID = Model };<br>&nbsp; &nbsp; }).GetHtml()<br><br><br>But I do not find any way to set remote sources similar to how we do for reports. Does this Dashboard Viewer support rendering from remote sources. Or is there some other way to preview dashboard.<br><br>Looking forward to your reply.<br><br>Thanks,<br>Silpa <br>"
LoadingDecorator - An exception is thrown when a window is closed immediately after it has been shown on loading content,"Hi,<br /><br />I have a LoadingDecorator with a&nbsp;TreeListControl inside of it. I set the IsBusy property on my ViewModel while executing certain commands. Some of my clients are experiencing a program crash. I have been unable to replicate the issue so far but here is the stack trace. It would seem like the exception occurs after a new dialog window is displayed whilst the splash screen is shown. The details are below, any help would be appreciated.<br /><br /><code lang=""xaml"">&lt;dx:LoadingDecorator OwnerLock=""LoadingContent""  IsSplashScreenShown=""{Binding IsBusy}""&gt;
                        &lt;dx:LoadingDecorator.SplashScreenTemplate&gt;
                            &lt;DataTemplate&gt;
                                &lt;dx:WaitIndicator DeferedVisibility=""True"" Content=""{x:Static properties:Resources.Processing}""/&gt;
                            &lt;/DataTemplate&gt;
                        &lt;/dx:LoadingDecorator.SplashScreenTemplate&gt;
                        &lt;dxg:TreeListControl
 </code>"
Localization - How to set default currency,"Hi,<br><br>How can I make currency default : EUR<br><br><br>I'm using this code to change language<br><br><br><code lang=""js"">import ""devextreme-intl"";

import ptMessages from ""devextreme/localization/messages/pt.json""
import { locale, loadMessages } from ""devextreme/localization""

loadMessages(ptMessages);
locale(navigator.language || navigator.browserLanguage)
</code><br>But don't know how can I do this like I was doing in AngularJS (  DevExpress.config({ defaultCurrency: ""EUR"" }); )<br><br><br><br>Thanks <br><br><br>Pedro Miguel Martins "
Localization Service - missing translations ,"Hello,<br> <br>I made some translation in version 17.1 and 17.2, but I miss these translations for version 18.1. <br>Version 18.1  version 17.2 <br> <br> <br>When I look at the localization site, this is the information about the translation, which is the correct translation<br>Name<br>English<br>Suggested Translation<br><br>Your Translation<br>XtraPdfViewerStringId.CommandOutlinesHideAfterUseCaption<br>Hide After Use<br>Verbergen na gebruik<br><br><br> <br>Why do I get the incorrect translations.<br> <br> <br>Met vriendelijke groet, mit freundlichen Grüßen, kind regards,<br>Bernard Willemsen <br> "
LookUpEdit does not show one column when it is bound to SQLDataSource,"Hi,<br><br>at the attached image you see (one line from database) the column display has a value, if that data are bound by sqldatasource to any LookupEdit .. it doesn't show anything in the display even it has a value at database level. what can be the reason for that?<br><br>The Preview from SqlDs shows correct values.<br><br>kind regards<br>"
LookupEdits Embedded in FlyoutPanel Disappear When Columns Are Defined without field names,"<strong>Description<br /></strong>When using a FlyoutPanel control, if I embed two lookup edits in the control and manually define the columns for both (defaulting to the .ToString representation), the second lookup edit control added disappears from view and cannot be interacted with.<br /><br />Essentially, the dataset which is returned from the method I use to populate the lookup edits is a little richer than I need. I'd like to reduce the number of columns to a single column, that of the .ToString representation of the objects in the list I use for data binding. I am using the LookUpEdit Task window to access the column editor to define that column, binding it to the value I want to display and clearing out FieldName to force it to use that representation. This works, but if I try to follow the same pattern for a second column only one of the controls appears on the flyout panel.&nbsp;<br /><br />The attached project demonstrates this behavior using a Dictionary.<br /><strong><br />Desired Behavior<br /></strong>To have both controls appear with the defined columns.<br /><strong><br /> </strong>"
LookupPropertyEditor - make Editor_QueryPopUp and Editor_QueryCloseUp methods protected instead of private,"Hello,<br /><br /> I have a descendant of LookupPropertyEditor. In CreateControlCore() I'm creating my own LookupEdit, but I'm not able to handle the QueryPopUp and &nbsp;QueryCloseUp events in the same manner, because the invoking methods are private:<br /><br />private void Editor_QueryCloseUp(object sender, CancelEventArgs e)<br />private void Editor_QueryPopUp(object sender, CancelEventArgs e)<br /><br />I want to be able to write my CreateControlCore() in the same way as in LookupPropertyEditor:<br /><code lang=""cs"">protected override object CreateControlCore()
{
    MyCustomLookupEdit edit = new MyCustomLookupEdit();
    edit.QueryPopUp += new CancelEventHandler(Editor_QueryPopUp);//not possible - it's private
    edit.QueryCloseUp += new CancelEventHandler(Editor_QueryCloseUp);//not possible - it's private
    return edit;
}</code>Can you change the scope to protected?<br /><br />Thanks, <br />Olaf<br />"
LookupPropertyEditor - make Editor_QueryPopUp and Editor_QueryCloseUp methods protected instead of private,"Hello,<br /><br /> I have a descendant of LookupPropertyEditor. In CreateControlCore() I'm creating my own LookupEdit, but I'm not able to handle the QueryPopUp and &nbsp;QueryCloseUp events in the same manner, because the invoking methods are private:<br /><br />private void Editor_QueryCloseUp(object sender, CancelEventArgs e)<br />private void Editor_QueryPopUp(object sender, CancelEventArgs e)<br /><br />I want to be able to write my CreateControlCore() in the same way as in LookupPropertyEditor:<br /><code lang=""cs"">protected override object CreateControlCore()
{
    MyCustomLookupEdit edit = new MyCustomLookupEdit();
    edit.QueryPopUp += new CancelEventHandler(this.Editor_QueryPopUp);//not possible - it's private
    edit.QueryCloseUp += new CancelEventHandler(this.Editor_QueryCloseUp);//not possible - it's private
    return edit;
}</code>Can you change the scope to protected?<br /><br />Thanks, <br />Olaf<br />"
LookupPropertyEditor - make Editor_QueryPopUp and Editor_QueryCloseUp methods protected instead of private,"Hello,<br /><br /> I have a descendant of LookupPropertyEditor. In CreateControlCore() I'm creating my own LookupEdit, but I'm not able to handle the QueryPopUp and &nbsp;QueryCloseUp events in the same manner, because the invoking methods are private:<br /><br />private void Editor_QueryCloseUp(object sender, CancelEventArgs e)<br />private void Editor_QueryPopUp(object sender, CancelEventArgs e)<br /><br />I want to be able to write my CreateControlCore() in the same way as in LookupPropertyEditor:<br /><code lang=""cs"">protected override object CreateControlCore()
{
    MyCustomLookupEdit edit = new MyCustomLookupEdit();
    edit.QueryPopUp += new CancelEventHandler(this.Editor_QueryPopUp);//not possibleyou - it's private
    edit.QueryCloseUp += new CancelEventHandler(this.Editor_QueryCloseUp);//not possible - it's private
    return edit;
}</code>Can you change the scope to protected?<br /><br />Thanks, <br />Olaf<br />"
Low visual performance when using ColumnFilterPopupMode = Excel ,"<strong>Steps to reproduce:<br></strong>1. non-XAF: Run the WindowsApplication1.zip and follow&nbsp;WhyIsSplashShownEveryTimeEventhoughDataIsAlreadyLoaded2.swf.<strong><br></strong>2. Use&nbsp;$/2016.2/XAF/Demos/CS/MainDemo/MainDemo.Win and replace its&nbsp;MainDemo.Module.Win\Controllers\WinTooltipController.cs file with the attached one. Run the demo and follow&nbsp;WhyIsSplashShownEveryTimeEventhoughDataIsAlreadyLoaded.swf<br><br><strong>Actual results:</strong><br>1. non-XAF: the first time showing is too long and uncomfortable for such a simple configuration;<br>2. XAF: the splash window is showing <strong>every time</strong>, which is unexpected for such a simple data source.<br><br><strong>Expected results:</strong><br>The filter popup is shown immediately as per&nbsp;expectedresults.swf."
Mail merge fields are not calculated correctly,"Hello Oleg,<br/>thanks for the answer.<br/>I had I try with MainMerge and did not get that working. Enclosed an example. Can you help with that?<br/>If I get get that working, I suppose there are all features, I need.<br/><br/>Best regards<br/><br/>MarkusMESYS AG<br/>Technoparkstrasse 1<br/>CH-8005 Zürich<br/>T: +41 44 4556800<br/>F: +41 44 4556801<br/>"
"MainDemo Mobile - In online demo, the errors occur on saving objects of certain type","<p>When you try to save an object of a certain type, two errors with the incorrect text are displayed.<br>Steps to reproduce an error demonstrated in the ""error1"" image:<br>1. Open the Mobile online demo.<br>2. Create a new Scheduler Event,&nbsp;Note or Payment object.<br>3. Try to save this object. <br><br></p>"
"MainDemo Mobile - In online demo, the errors occur on saving objects of certain type","<p>When you try to save an object of a certain type, two errors with the incorrect text are displayed.<br>Steps to reproduce an error demonstrated in the ""error1"" image:<br>1. Open the Mobile online demo.<br>2. Create a new Scheduler Event,&nbsp;Note or Payment object.<br>3. Try to save this object. <br>Steps to reproduce an error demonstrated in the ""error2"" image:<br>1. Open the Mobile online demo.<br>2. Create a new object for which a validation rule is applyed (Role, for example).<br>3. Try to save this object without any changes.</p>"
Maintain the order of layout elements in a DFM file in response to rearranging them on a form,"Hi,<br><br>Properties for controls and the order of controls get changed in dfm-file when changing dxLayoutGroup/dxLayoutItem in the dxLayoutControl.<br><br>For controls whos dxLayoutItem is not visible, the values for Left and Top changes to 10000 and Visible changes to False. This is either if dxLayoutItem is moved to ""Available Items"", or if they resides on a tabbed dxLayoutGroup that are not active.<br><br>When moving dxLayoutGroup/dxLayoutItem to new position in dxLayoutControl, the corresponding controls are moved in dfm-file to the bottom of the Control-list, just as they where first deleted from the form and then added as new controls.<br><br>Regards,<br>Magnus<br><br><br>"
Make individual columns optionally unaffected by the View's OptionsView.ColumnAutoWidth property setting,"<p>See the <a data-ticket=""Q392583"">Column widths design question</a> ticket. The width of such columns should:</p>
<p>&nbsp;- be sizable by the end user;<br /> &nbsp;- not affected by the &lt;View&gt;.OptionsView.ColumnAutoWidth property value.</p>"
Make individual columns optionally unaffected by the View's OptionsView.ColumnAutoWidth property setting,"<p>See the <a data-ticket=""Q392583"">Column widths design question</a> ticket. The width of such columns should:</p><p>&nbsp;- be sizable by the end user;<br />
&nbsp;- not affected by the &lt;GridView&gt;.OptionsView.ColumnAutoWidth property.</p>"
Make LayoutControl work with high DPI more consistently,"<p>Hi,<br />
<br />
 I&#39;ve attached a screenshot which shows 4 buttons, the two on top are placed in a LayoutControl, the two at the bottom in a Panel.<br />
<br />
In the layout control the layoutcontrolitems of the buttons have a custom size constraints to limit the MaxWidth of the buttons. As you can see, the scaling of the buttons in the layout control  is different, especially the height.<br />
<br />
Am I doing something wrong here?<br />
<br />
Regards,<br />
Stefan<br />
</p>"
Making a custom filter popup allow only one checked item,"<p>How can I make a field behave such that when the user trys to filter it, it only allows him to select one value at a time, multi selection must be disabled.</p>"
Manual calculation mode should be in effect for calculations in Spreadsheet documents,"<p>I&#39;m trying to use a large size workbook file with lots of formulars. </p><br />
<p>because of so many formulars, Calculation process takes too long.</p><br />
<p>So, I need to manually calculate formulars in workbook (Excel file) </p><br />
<p>at First, changing all values and then, manually calculate formulars at once</p><br />
<p>Despite Setting the Calculation mode setting like this : </p><br />
<p>Workbook.Document.DocumentSettings.Calculation.Mode = DevExpress.Spreadsheet.CalculationMode.Manual;</p><br />
<p>Always all formulars are automatically calculated !!</p><br />
<p>How can i manually calculate the formulars ?<br />
by &quot;Workbook.Document.Calculate();&quot; method<br />
</p>"
Manual calculation mode should be in effect for calculations in the Spreadsheet document,"<p>I&#39;m trying to use a large size workbook file with lots of formulars. </p><br />
<p>because of so many formulars, Calculation process takes too long.</p><br />
<p>So, I need to manually calculate formulars in workbook (Excel file) </p><br />
<p>at First, changing all values and then, manually calculate formulars at once</p><br />
<p>Despite Setting the Calculation mode setting like this : </p><br />
<p>Workbook.Document.DocumentSettings.Calculation.Mode = DevExpress.Spreadsheet.CalculationMode.Manual;</p><br />
<p>Always all formulars are automatically calculated !!</p><br />
<p>How can i manually calculate the formulars ?<br />
by &quot;Workbook.Document.Calculate();&quot; method<br />
</p>"
Map  - How to bind markers from model data,"Hi,<br><br>How can i bind map marks from my model?<br><br>I am using Asp.Net MVC and i have marks data in my model and i dont want to do in javascript. Please help.<br><br>Thanks<br>Apramit Barik "
Map Editor - A different map item is modified instead of the highlighed one when map items are shown in the same location,"Hi,<br><br>I'm having troubles moving a mapdot of layer 1 when there is another polygon beneath it (layer 2 with lower z-index) .<br>With larger mapitem I can click and drag in 1 go. When there is no mapitem beneath a mapdot, this works too. But when there's a polygon beneath, I can't do this. I have to select the mapdot first before I can move it. This slows down the edit process a lot.<br><br>Please see the attached screenshot for more clearification.<br><br>Greetings,<br>Sigurd "
MapControl does not display tiles in certain cases,"hi! always thanks your products.<br>i have some questions and need your help.<br>i made program.<br>it display map in PictureEdit.<br>map datas are local tiles and it seperated 3 zoomlevel.<br>1 zoomlevel is made 21x14 tiles.<br>2 zoomlevel is made 84x56 tiles.<br>3 zoomlevel is made 336x224 tiles.<br>each tile size is 255x255.<br><br><br>a few days ago, i saw MapContol in DevExpress.<br>i think if my program's PictureEdit replace with MapControl then it will be better.<br>so i find way of use MapControl and founded some examples.<br>so i try like examples but MapControl display a part of total map.<br><br><br>if map tile count over 4, MapControl doesn't work? or maybe i missed something?<br>(in example project, 1 zoomlevel have 4 tiles and 2 zoolmevel have 8 tiles but work. so i think that if tile count is even over 4 MapControl still work. then it means that i something missed.)<br>how can i display all tiles for total map?<br><br><br>attached my test programs screenshot.<br>it displayed part of total map <br>"
MapControl view model is not destroyed when the corresponding view is closed,"I've implemented a MapViewModel where the MapView is modeless and is synchronized with the grid using a SelectedMapChangedEventArgsConverter. Everything work great, however, when I close the Map Window, the MapViewObject is not destroyed.&nbsp; As I toggle records in the grid, the MVVM framework still tries to call the SelectedMapChangeEventArgsConverter.&nbsp; See video for details<br><br> "
MarqueeProgressBarControl  - Change bar color,"<p>Hello<br />
           How can I change the color of marqueeProgressBarControl (I mean I want to change pink color ) see the image </p>"
MemoExEdit - How to obtain a column in the CloseUp event handler,"I want to use the same event (repositoryItemMemoExEditCloseUp(object sender, CloseUpEventArgs e)) on multiple columns in the same GridControl -&nbsp; or different GridControls&nbsp; - and respond according the relevant grid and column. How can I determine the parent/column of the&nbsp;repositoryItemMemoExEdit control that raised the Closeup event? <br><br>Since the event sender is type MemoExEdit I thought I could derive the grid and column from a parent but I want wrong and I don't see how to derive grid/column from&nbsp;CloseUpEventArgs.&nbsp;<br><br>Sorry for what I'm sure is a trivial question but I put the leg work in on this one to no avail.&nbsp;Thanks<br><br><br><br>&nbsp;"
MemoExEdit - How to obtain a column in the CloseUp event handler,"I want to use the same event (repositoryItemMemoExEditCloseUp(object sender, CloseUpEventArgs e)) on multiple columns in the same GridControl -&nbsp; or different GridControls&nbsp; - and respond according the relevant grid and column. How can I determine the parent/column of the&nbsp;repositoryItemMemoExEdit control that raised the Closeup event? <br><br>Since the event sender is type MemoExEdit I thought I could derive the grid and column from a parent but I was wrong and I don't see how to derive grid/column from&nbsp;CloseUpEventArgs.&nbsp;<br><br>Sorry for what I'm sure is a trivial question but I put the leg work in on this one to no avail.&nbsp;Thanks"
MemoExEdit - How to obtain a column in the CloseUp event handler,"I want to use the same event (repositoryItemMemoExEditCloseUp(object sender, CloseUpEventArgs e)) on multiple columns in the same GridControl -&nbsp; or different GridControls&nbsp; - and respond according the relevant grid and column. How can I determine the parent/column of the&nbsp;repositoryItemMemoExEdit control that raised the Closeup event? <br><br>Since the event sender is type MemoExEdit I thought I could derive the grid and column from a parent but I was wrong and I don't see how to derive grid/column from&nbsp;CloseUpEventArgs.&nbsp;<br><br>Sorry for what I'm sure is a trivial question but I put the leg work in on this one to no avail.&nbsp;Thanks<br><br><br><br>&nbsp;"
MemoExEdit - How to obtain a column in the CloseUp event handler,"I want to use the same event (repositoryItemMemoExEditCloseUp(object sender, CloseUpEventArgs e)) on multiple columns in the same GridControl and respond according the relevant column. How can I determine the parent/column of the&nbsp;repositoryItemMemoExEdit control that raised the Closeup event? Sorry for what I'm sure is a trivial question but I put the leg work in on this one to no avail.&nbsp;Thanks<br><br><br><br>&nbsp;"
Menu - How to access a subitem on the client side,"Hi,<br>With NavMenu.GetItemByName (itemMenu) .SetVisible (true) I set visibility. How can I do the same with a subitem? Thanks<br>"
Menu - How to force opening a sub-menu in code (the hover event),"Hello,<br><br>I tried to open a dxMenu bind with knockout programmatically, but without success.<br><br>How can I open a dxMenu?<br><br>Background:<br>I create a dx Menu with placeholder content (items) and after I click on it I want to make an ajax call and rebuild the dxMenu.<br><br>User sees the dxMenu for a short time and after that it closes (because it will be rendered again ).<br><br>Example:<br><a href=""https://codepen.io/PatrizioR/pen/GQjjmJ"">https://codepen.io/PatrizioR/pen/GQjjmJ</a><br><br><br> Thank you for your efforts!<br>"
Microsoft JScript runtime error: 'aspxEGotFocus' is undefined exception is raised while focusing an ASPxMemoEdit instance,"<p></p><p>Hi, I am getting JavaScript error as soon as I set focus to start<br />
writing comments in spellchecker.<br />
For more details please find attached aspx file.<br />
I am trying to resolve this issue since last 4-5 days but not able to<br />
understand how to resolve this error because the function throwing this error<br />
is not written by developer that is some in build function of DevEx. Need your<br />
assistance to resolve error.<br />
Please let me know if you need any additional details.</p><p>Thank you<br />
Vinay Jagtap</p><p></p><p></p>"
Misplaced Row when showing grid's Print Preview,"Hello<br> <br>Please see attachment<br> <br>The ribbon print preview of this xtragrid shows a  misplaced row under certain circunstances:<br> <br>- The OS is Windows Server 2012 R2&nbsp; (not happening on Server 2008 R2 / Windows 7)<br>- The grouping level is two (not hapenning when grouping is one or three columns)<br>- The Style is ""Windows XP Theme""&nbsp; (not hapenning when style is&nbsp; Style3D or any DX Skin)<br> <br>I think that what's happening is that the last row of the first page doesn't fit, or barely fits at the bottom. But the print preview miscalculates this and places this in a nonsense position. <br><br>I think that varying some arbitrary parameters like the cited before (OS, skin, grouping level...) affects some of the calculated heights by the print preview and the positioning calculation goes all right in that case.<br>&nbsp;"
Misplaced Row when showing grid's Print Preview,"Hello<br> <br>Please see attachment<br> <br>The ribbon print preview of this xtragrid shows a  misplaced row under certain circunstances:<br> <br>- The OS is Windows Server 2012&nbsp; (not happening on Server 2008 R2 / Windows 7)<br>- The grouping level is two (not hapenning when grouping is one or three columns)<br>- The Style is ""Windows XP Theme""&nbsp; (not hapenning when style is&nbsp; Style3D or any DX Skin)<br> <br>I think that what's happening is that the last row of the first page doesn't fit, or barely fits at the bottom. But the print preview miscalculates this and places this in a nonsense position. <br><br>I think that varying some arbitrary parameters like the cited before (OS, skin, grouping level...) affects some of the calculated heights by the print preview and the positioning calculation goes all right in that case.<br>&nbsp;"
Mobile Layout - Cards with a new layout type and a one fixed row doesn't allow scrolling the content,"<a href=""https://www.screencast.com/t/NBDKf3dHCs"">https://www.screencast.com/t/NBDKf3dHCs</a>"
Mobile Layout - Cards with a new layout type and a one fixed row doesn't allow scrolling the content,"1. Open Cards with a new layout type and a one fixed row in the mobile layout.<br>2. Try to scroll the content.<a href=""https://www.screencast.com/t/NBDKf3dHCs""><br><br><a href=""https://www.screencast.com/t/NBDKf3dHCs"">https://www.screencast.com/t/NBDKf3dHCs</a></a>"
Mobile Layout - Cards with a new layout type and one fixed row doesn't allow content scrolling ,"<a href=""https://www.screencast.com/t/NBDKf3dHCs"">https://www.screencast.com/t/NBDKf3dHCs</a>"
Mobile Layout - Cards with a new layout type and one fixed row doesn't allow content scrolling ,"1. Open Cards with a new layout type and a one fixed row in the mobile layout.<br>2. Try to scroll the content.<a href=""https://www.screencast.com/t/NBDKf3dHCs""><br><br><a href=""https://www.screencast.com/t/NBDKf3dHCs"">https://www.screencast.com/t/NBDKf3dHCs</a></a>"
Model.DesignedDiffs.xafml is shown in XML instead of the XAF Model Editor,"<p>I can&#39;t solve this problem. I have repaired uninstalled rebooted and other than formatting the computer I don&#39;t see a way to solve this problem.<br />
<br />
Please advise, there has to be a simple fix for this problem.<br />
<br />
Thanks,<br />
Dustin<br />
</p>"
Modularity: Provide .map files for minified .js bundles,"<p>Before we should do smth with&nbsp;DEBUG/ENDDEBUG comments to our customers in .debug.js bundles. Because removing this internals with current glob replacement will break generated source maps.&nbsp;For example:</p>
<code lang=""js"">    //#DEBUG
    module.exports.__internals = {
        FIELD_ITEM_CLASS: FIELD_ITEM_CLASS,
        FIELD_EMPTY_ITEM_CLASS: FIELD_EMPTY_ITEM_CLASS,
        ...
    };
    //#ENDDEBUG</code>"
Month label is incorrect in Dashboard Designer,"<p>I thought this issue hAd been resolved by an upgrade to newest version of Dev Express ( See Q567472) --  but we still see it. <br />
<br />
Please install the SSAS cube attached and create a dashboard using Dev Express dashboard designer ,. Create a Grid dashboard  Item  and add Year and Month  from the  Fy _Calendar heriarchy to it . The cube shows 2013 and 2014 as the Year  . but the &#39;Fy-_Month&#39; level of the heirarchy always shows &#39;2013&#39; as the year part of the Month level of the heirarchy regardless of the Year member of the heirarchy. However, the actual value of the month level in the heirarchy is correct. <br />
<br />
Why is this happening. -- it this a bug with Dashboard Designer, or is there a problem with the heirarchy of our cube? Please let us know, we are holding off making the dashboards available until this is resolved...<br />
<br />
Thanks!</p>"
Move a layoutViewItem (with an Action) inside a collapsible group header,"Hi, I am working on XAF Web. I able to add layoutViewItem refering to <a href=""https://documentation.devexpress.com/eXpressAppFramework/112816/Task-Based-Help/Miscellaneous-UI-Customizations/How-to-Include-an-Action-to-a-Detail-View-Layout"">https://documentation.devexpress.com/eXpressAppFramework/112816/Task-Based-Help/Miscellaneous-UI-Customizations/How-to-Include-an-Action-to-a-Detail-View-Layout</a>.<br>Refer screenshot, is there a way to customize and move layoutViewItem inside collapsible group (left of collapsible button)?"
Move a layoutViewItem (with an Action) inside a collapsible group header,"Hi, I am working on XAF Web. I able to add layoutViewItem refering to <a href=""https://documentation.devexpress.com/eXpressAppFramework/112816/Task-Based-Help/Miscellaneous-UI-Customizations/How-to-Include-an-Action-to-a-Detail-View-Layout"">https://documentation.devexpress.com/eXpressAppFramework/112816/Task-Based-Help/Miscellaneous-UI-Customizations/How-to-Include-an-Action-to-a-Detail-View-Layout</a>.<br>Refer screenshot, is there a way to customize and move layoutViewItem inside collapsible group?"
Move records in Listview of the ListViewAndDetailView screen using the DetailView's button,"I've got a listview with the MasterDetailMode set to ListViewDetailView.<br><br>I also have an action button on the detailview part of the screen. After hitting that button, i want to move the records in the listview to the last record.<br><br>I had the button ctroller linked to the Listview and everything was fine. I moved the button to the Detailview and now the listview does not move to the last record.Previously I searched for the last record and set the view.currentobject to the last record.  The button sits on the detailview part of the screen now. I want to access the lstview part and move the grid to the last record.<br><br>Can you please help me with some vb code. I've tried&nbsp;<a href=""https://www.devexpress.com/Support/Center/Example/Details/E3977/how-to-access-a-nested-listview-from-the-parent-detailview-s-controller-and-parent"">https://www.devexpress.com/Support/Center/Example/Details/E3977/how-to-access-a-nested-listview-from-the-parent-detailview-s-controller-and-parent</a> and the&nbsp;AccessParentDetailViewController <br><br> "
Multiple (duplicated) tickets are created when creating a new one,"<p><a data-ticket=""Q571770"">Q571770</a></p><p>Please remove this ticket and all other duplicates, but please leave one.  This was not intentional, there must have been a glitch in your system</p>"
Multiple Versions Error - The type 'DevExpress.Web.MaskSettings' exists in both,How do I fix this error?<br><br> <b>Compiler Error Message: </b>CS0433: The type 'DevExpress.Web.MaskSettings' exists in both 'c:\Windows\Microsoft.NET\Framework64\v4.0.30319\Temporary ASP.NET Files\duediligence\d7469987\765771db\assembly\dl3\902d907c\3378bccf_b9a6d401\DevExpress.Web.v18.2.DLL' and 'c:\Windows\Microsoft.NET\Framework64\v4.0.30319\Temporary ASP.NET Files\duediligence\d7469987\765771db\assembly\dl3\51b04eea\3638a956_df93d401\DevExpress.Web.v17.2.DLL'&nbsp;
MultiSelect does not work in XPInstantFeedbackSource,"<p>Hello,<br />
<br />
We use XPInstantFeedbackSource for our GridControl. We gave OptionsSelection.MultiSelect = true; . We have data filled into database by our custom orm insert query. To update the grid, we call xpInstantFeedbackSource.Refresh(). This works perfectly. But what ever row selection made in the grid, the selection vanishes immediately once the refresh is finished. I want my row selection to retain.<br />
</p>"
Multi-thread support in DevExpress controls,"<p>We are trying to add support for binding to concurrent lists.  We can achieve this quite easily by using BindingOperations.EnableCollectionSynchronization on our concurrent lists.  This works great with our non-DevEx WPF controls.  However, it doesn&#39;t work with our DevEx controls due to the implementation of DevExpress.Xpf.Core.Native.SyncCollectionHelper (in our case, used by DevExpress.Xpf.Core.ItemsAttachedBehaviorCore).  SyncCollectionHelper only supports ILockable, which doesn&#39;t work for us because our custom collection implementations are in assemblies that know nothing of UI, and ILockable only exists in DevExpress.Xpf.Core.  Is it possible add support for a custom collection synchronization callback similar to BindingOperations.EnableCollectionSynchronization and BindingOperations.AccessCollection?<br />
<br />
Also,  SyncCollectionHelper.SyncCollection doesn&#39;t guarantee a call to BeginPopulate/EndPopulate, resulting in non-thread-safe access to the target collection.</p>"
MVC - How to define an event handler with multiple parameters,"Hey guys, I have a simple question (hopefully), I am trying to call an external javascript method from a call back, but I need more parameters than you provide. I thought this would be easy, but it doesn't seem to be. What I am trying to do is use the data from the DataGrid OnRowUpdated call back and a text parameter.<br><br>my function looks like this:<br><code lang=""js"">function StoreRows(e, elementName)</code>Where e is the data from OnRowUpdated and elementName is a string<br><br>I have tried a couple of&nbsp;things to make this work, but they do not:<br><br><code lang=""html"">.OnRowUpdated(@&lt;text&gt;function(e) { StoreRows(e, ""updatedLoans"") }&lt;/text&gt;)</code><code lang=""html"">.OnRowUpdated(""StoreRows(e, \""updatedLoans\"")"")</code>This one works, but only provides  your data and not the string that I need<br><code lang=""cs"">.OnRowUpdated(""StoreRows"")</code>Your help is greatly appreciated.<br> "
